gene_id,gene_name,chr_hg38,PearsonR,MeanObs,StdObs,PrediXcanR,PearsonRfineTuned
ENSG00000204604,ZNF468,19,-0.091,2.13,0.317,,-0.081
ENSG00000204934,ATP6V0E2-AS1,7,-0.2,1.98,0.356,,-0.205
ENSG00000204956,PCDHGA1,5,-0.134,1.83,0.393,0.179691,-0.159
ENSG00000205035,AC136759.1,11,-0.15,2.05,0.532,,0.02
ENSG00000205485,AC004980.1,7,-0.143,2.35,0.376,,-0.218
ENSG00000205593,DENND6B,22,-0.116,5.4,0.329,0.241589,0.154
ENSG00000205808,PLPP6,9,-0.091,2.58,0.29,,0.05
ENSG00000212694,LINC01089,12,-0.089,3.98,0.417,0.369756,-0.177
ENSG00000213246,SUPT4H1,17,-0.101,4.93,0.181,0.505573,0.238
ENSG00000213639,PPP1CB,2,-0.14,7.34,0.223,0.302386,0.139
ENSG00000213965,NUDT19,19,-0.245,2.45,0.239,,-0.099
ENSG00000213995,NAXD,13,-0.088,5.38,0.177,0.224854,-0.08
ENSG00000214022,REPIN1,7,-0.137,5.87,0.233,,-0.137
ENSG00000214087,ARL16,17,-0.429,3.85,0.27,0.604691,-0.103
ENSG00000214135,AC132008.2,3,-0.126,3.32,0.242,,-0.062
ENSG00000214290,COLCA2,11,-0.107,1.44,0.49,0.121966,-0.11
ENSG00000214376,VSTM5,11,-0.136,2.04,0.486,0.239468,-0.183
ENSG00000214402,LCNL1,9,-0.237,4.54,0.75,0.336876,-0.228
ENSG00000214425,LRRC37A4P,17,-0.417,2.87,1.448,,0.452
ENSG00000214575,CPEB1,15,-0.085,4.77,0.223,,0.245
ENSG00000215012,RTL10,22,-0.185,4.93,0.267,0.383361,-0.203
ENSG00000215251,FASTKD5,20,-0.18,3.59,0.281,,-0.136
ENSG00000215440,NPEPL1,20,-0.086,4.61,0.494,0.320351,-0.081
ENSG00000215559,ANKRD20A11P,21,-0.442,0.46,1.618,,-0.454
ENSG00000215712,TMEM242,6,-0.087,4.29,0.213,0.357376,0.051
ENSG00000222009,BTBD19,1,-0.103,1.4,0.472,,-0.073
ENSG00000225872,LINC01529,19,-0.133,1.51,0.549,,-0.056
ENSG00000227449,FGF7P6,9,-0.09,1.22,1.726,,-0.005
ENSG00000231160,KLF3-AS1,4,-0.093,2.02,0.434,,-0.126
ENSG00000233930,KRTAP5-AS1,11,-0.503,1.64,0.876,,0.374
ENSG00000234177,LINC01114,2,-0.231,1.72,0.461,0.538826,0.016
ENSG00000235652,AL356599.1,6,-0.093,3.22,0.265,,0.029
ENSG00000235944,ZNF815P,7,-0.144,2.3,0.43,,0.139
ENSG00000237438,CECR7,22,-0.315,1.75,0.762,,0.125
ENSG00000237440,ZNF737,19,-0.103,2.67,0.321,0.303529,-0.059
ENSG00000237651,C2orf74,2,-0.789,4.08,0.393,0.877684,-0.766
ENSG00000239883,PARGP1,10,-0.088,1.38,0.459,,-0.132
ENSG00000240024,LINC00888,3,-0.203,3.03,0.262,,-0.229
ENSG00000240053,LY6G5B,6,-0.137,2.8,0.606,0.207254,0.006
ENSG00000240370,RPL13P5,12,-0.184,2.34,0.305,,-0.216
ENSG00000241258,CRCP,7,-0.105,4.9,0.177,0.252094,-0.042
ENSG00000243302,AC018638.4,7,-0.141,2.13,0.507,,-0.127
ENSG00000243667,WDR92,2,-0.142,2.9,0.235,0.154978,-0.126
ENSG00000243678,NME2,17,-0.134,6.15,0.219,0.378984,0.037
ENSG00000243708,PLA2G4B,15,-0.165,3.55,0.613,0.459174,-0.158
ENSG00000243725,TTC4,1,-0.101,4.24,0.204,0.041127,-0.068
ENSG00000243753,HLA-L,6,-0.129,2.08,0.467,,-0.152
ENSG00000243789,JMJD7,15,-0.325,2.27,0.41,,0.121
ENSG00000244560,AC004890.2,7,-0.105,2.82,0.58,,-0.125
ENSG00000245958,AC093752.1,4,-0.488,3.15,0.347,,-0.5
ENSG00000247271,ZBED5-AS1,11,-0.096,1.86,0.351,,0.028
ENSG00000247400,DNAJC3-AS1,13,-0.166,2.18,0.35,0.19759,-0.09
ENSG00000248019,FAM13A-AS1,4,-0.138,2.67,0.427,,0.08
ENSG00000248124,RRN3P1,16,-0.162,2.87,0.382,,0.199
ENSG00000249087,ZNF436-AS1,1,-0.095,2.86,0.383,,-0.118
ENSG00000249839,AC011330.1,15,-0.092,0.18,1.822,,0.233
ENSG00000250462,LRRC37BP1,17,-0.128,3.73,0.186,,0.273
ENSG00000250686,AL049544.1,6,-0.103,0.79,0.682,,-0.058
ENSG00000254004,ZNF260,19,-0.183,3.78,0.248,0.180313,-0.106
ENSG00000254685,FPGT,1,-0.239,2.34,0.348,0.263188,-0.24
ENSG00000256043,CTSO,4,-0.096,3.16,0.559,,-0.093
ENSG00000256053,APOPT1,14,-0.135,3.96,0.191,0.248981,-0.201
ENSG00000256806,C17orf100,17,-0.102,1.79,0.342,0.394557,-0.23
ENSG00000257337,AC068888.1,12,-0.1,3.34,0.436,,-0.089
ENSG00000259820,AC083843.2,8,-0.114,1.13,0.599,,0.166
ENSG00000259959,AC107068.1,4,-0.193,2.59,0.264,0.342616,0.26
ENSG00000260418,AL023284.4,6,-0.102,1.49,0.488,,-0.091
ENSG00000260804,LINC01963,2,-0.15,5.16,0.291,0.41703,-0.17
ENSG00000261098,AP000766.1,11,-0.153,2.83,0.271,,0.015
ENSG00000261342,AC006538.1,19,-0.09,2.52,0.474,,-0.158
ENSG00000261455,LINC01003,7,-0.295,1.98,0.469,0.454491,-0.322
ENSG00000261613,AC093525.6,16,-0.168,3.5,0.38,,0.054
ENSG00000263753,LINC00667,18,-0.158,4.51,0.218,0.470465,0.036
ENSG00000264538,SUZ12P1,17,-0.339,3.84,0.318,,-0.372
ENSG00000267127,AC090360.1,18,-0.199,1.57,0.475,0.334612,0.005
ENSG00000268043,NBPF12,1,-0.149,5.0,0.344,,-0.183
ENSG00000269945,AC004817.4,14,-0.119,2.22,0.575,0.22869,-0.017
ENSG00000270015,AC087481.3,15,-0.106,2.86,0.346,,0.182
ENSG00000270021,AC026691.1,5,-0.301,1.53,0.605,,-0.261
ENSG00000270607,AC009549.1,11,-0.1,2.33,0.443,,-0.027
ENSG00000271122,AC018647.2,7,-0.093,2.69,0.267,,0.003
ENSG00000271303,SRXN1,20,-0.141,4.98,0.262,0.172831,-0.036
ENSG00000272047,GTF2H5,6,-0.179,4.93,0.248,0.434559,-0.08
ENSG00000274425,AC114271.1,19,-0.088,1.59,0.49,,-0.119
ENSG00000274512,TBC1D3L,17,-0.287,3.39,1.343,0.064821,-0.046
ENSG00000274627,AC092123.2,16,-0.445,3.08,0.443,,-0.453
ENSG00000275620,FLJ16779,20,-0.09,2.85,0.808,,-0.233
ENSG00000276141,WHAMMP3,15,-0.141,2.29,0.25,,-0.13
ENSG00000276449,AC004076.2,19,-0.153,1.63,0.378,,0.202
ENSG00000276791,AC092117.1,16,-0.386,1.54,0.665,0.647104,-0.384
ENSG00000277149,TYW1B,7,-0.088,1.88,0.474,0.145535,0.0
ENSG00000277758,FO681492.1,10,-0.107,2.6,0.48,0.13849,-0.177
ENSG00000278376,AP004609.3,11,-0.117,1.53,0.432,0.544731,-0.434
ENSG00000279207,AC015813.6,17,-0.139,3.4,0.459,,-0.179
ENSG00000279722,AC007342.7,16,-0.093,1.94,0.271,,-0.103
ENSG00000280047,AC091825.1,5,-0.087,2.31,0.371,,-0.201
ENSG00000281160,AC018358.1,3,-0.174,1.24,0.758,,-0.169
ENSG00000283886,BX664615.2,9,-0.142,2.22,0.722,,-0.167
